,Count,Nouns_Adjectives
5324,3,person op
5379,3,pier pool
5354,3,photo web
5381,3,pier security
5350,3,photo similar
5349,3,photo rack
5347,3,photo exact
5343,3,pge park
5342,3,pf chang
5338,3,personal residence
5405,3,pizza type
5336,3,personal garage
5334,3,person yard
5331,3,person thief
5418,3,place pm
5323,3,person man
5261,3,patio floor
5318,3,person house
5315,3,person fence
5311,3,person apartment
5301,3,performance shop
5293,3,pedestrian bridge
5436,3,plaza rack
5439,3,plex apartment
5279,3,pearl deschute
5278,3,pearl bakery
5275,3,pdx sw
5441,3,pm 10
5442,3,pm 11
5443,3,pm 40
5445,3,pm afternoon
5587,3,porch street
5600,3,portland corss
5607,3,portland pearl
5093,3,outside residence
5128,3,overnight morning
5686,3,providence hospital
5687,3,providence medical
5126,3,overnight day
5693,3,psu urban
5695,3,pub noticed
5697,3,public access
5699,3,public gated
5107,3,outside stairwell
5706,3,public safety
5101,3,outside shed
5713,3,purple grip
5714,3,purple lettering
5715,3,purple mountain
5092,3,outside rei
5683,3,property night
5090,3,outside public
5086,3,outside pm
5724,3,rack 14th
5081,3,outside pacific
5727,3,rack 19th
5729,3,rack 3rd
5074,3,outside minute
5071,3,outside market
5751,3,rack beach
5752,3,rack beer
5064,3,outside killer
5761,3,rack bottle
5059,3,outside gym
5055,3,outside garden
5130,3,overnight theft
5682,3,property management
5205,3,park pool
5175,3,park amp
5610,3,portland tbd
5200,3,park oregon
5196,3,park metro
5618,3,post frame
5619,3,post hour
5620,3,post intact
5621,3,post kryptonite
5188,3,park downtown
5184,3,park center
5181,3,park bench
5629,3,post school
5633,3,post silver
5634,3,post street
5636,3,post theft
5646,3,prescott st
5132,3,overton area
5651,3,pretty sure
5165,3,paint job
5160,3,padlock lock
5158,3,padlock garage
5155,3,padded seat
5658,3,private alley
5661,3,private backyard
5662,3,private balcony
5663,3,private building
5666,3,private courtyard
5669,3,private locked
5141,3,owner yard
5675,3,private yard
5679,3,property fence
6196,3,resident building
6198,3,resident key
7071,3,store cable
4218,3,locker stolen
6744,3,skidmore fountain
4209,3,locker apt
4210,3,locker basement
4216,3,locker open
6731,3,similar manner
6716,3,signpost market
4219,3,locking area
4313,3,main mode
4220,3,locking cable
6715,3,signpost adjacent
6710,3,sign negotiable
4224,3,locking rack
4227,3,loft apartment
6700,3,sign apartment
6747,3,skidmore pedestrian
6759,3,small bag
6764,3,small piece
6765,3,small pizza
6767,3,small sticker
4199,3,locked tire
4198,3,locked thule
4197,3,locked subaru
6779,3,somebody garage
4190,3,locked roof
6784,3,sort power
5363,3,picture actual
4186,3,locked private
4185,3,locked post
4182,3,locked patio
6798,3,southern oregon
6800,3,southwest corner
4236,3,long driveway
4237,3,long ride
4238,3,long time
4274,3,lot truck
6646,3,shipstad hall
6656,3,shop door
6661,3,shop rack
6667,3,shopping area
6668,3,shopping cart
4305,3,main campus
4296,3,macarthur bart
4295,3,macadam ave
4293,3,lunch lock
4287,3,luarel ash
6670,3,shopping mall
4285,3,lower level
4283,3,low income
4280,3,lovejoy fountain
4273,3,lot today
6698,3,sight minute
4272,3,lot time
6673,3,short blond
6675,3,short dark
6677,3,short hair
6679,3,short period
4262,3,lot money
4260,3,lot lock
4258,3,lot interstate
4253,3,lot foot
4248,3,lot beer
6692,3,sidewalk parking
6696,3,sidewalk willing
4242,3,loop outside
4241,3,loop lock
4178,3,locked minivan
6805,3,specialized hard
4176,3,locked lock
6993,3,steel pole
6931,3,stair porch
6932,3,stair post
6939,3,stairway railing
6943,3,stand lock
6946,3,stand sidewalk
4114,3,lock tact
4112,3,lock sunday
6951,3,staple rack
6953,3,stark burnside
6963,3,state street
6969,3,station friday
6974,3,station morning
4103,3,lock sort
4102,3,lock small
6997,3,stem seat
4127,3,lock unknown
7004,3,sticker number
7013,3,stolen apartment
7016,3,stolen closed
7020,3,stolen fenced
4089,3,lock saturday
7030,3,stolen office
4085,3,lock report
7041,3,stolen wheel
7045,3,stop bus
7051,3,storage basement
7062,3,storage pod
7063,3,storage rack
7069,3,store 10
4066,3,lock picked
6929,3,stair locked
6928,3,stair lock
4175,3,locked laundry
4144,3,locked alley
6806,3,specialized mountain
4172,3,locked home
6810,3,speed cyclocross
6822,3,spot apartment
6834,3,sram rival
6839,3,st 13th
4160,3,locked courtyard
4159,3,locked condo
4157,3,locked common
6841,3,st 20th
6846,3,st apt
4147,3,locked area
6850,3,st basement
6858,3,st cash
4143,3,locked access
6923,3,st yard
6869,3,st east
6872,3,st francis
4141,3,lock yard
6891,3,st oregon
6898,3,st petersburg
6899,3,st pm
6900,3,st porch
6903,3,st rear
4136,3,lock week
4135,3,lock way
6906,3,st san
6913,3,st street
6915,3,st thief
6922,3,st william
6641,3,shimano shifter
6635,3,shimano clipless
6199,3,resident parking
6299,3,road rack
6323,3,room apt
6317,3,rontom burnside
6313,3,rodney ave
4556,3,mississipi ave
4558,3,mitchell st
4562,3,mlk monroe
6298,3,road race
4316,3,main salmon
6297,3,road picture
4566,3,model color
4571,3,monday afternoon
6292,3,road grey
6283,3,riverdale high
6280,3,river edge
6330,3,room door
6333,3,room ground
4539,3,minute store
6337,3,room key
6339,3,room lock
4526,3,minute inside
6341,3,room mate
4524,3,minute checked
4518,3,mins lock
6343,3,room morgan
6349,3,room secured
4507,3,milwaukee ave
6355,3,room wall
6364,3,royal blue
4491,3,mid thirty
6372,3,saddle rear
6374,3,safe return
4577,3,monday october
4582,3,monroe st
6277,3,river city
4621,3,morning ride
4665,3,mountain white
4661,3,mountain rack
6207,3,residential neighborhood
4650,3,mountain apartment
6213,3,residential yard
4641,3,motorcycle cable
4640,3,moscone center
6217,3,restaurant bar
4636,3,morrison rack
6219,3,restaurant cable
6220,3,restaurant corner
4626,3,morning sunday
6223,3,restaurant hour
4625,3,morning south
6225,3,restaurant minute
4593,3,morgan building
4618,3,morning porch
4616,3,morning picture
6245,3,ride home
4610,3,morning june
6247,3,ride lock
6249,3,ridge apartment
4606,3,morning helmet
4605,3,morning gate
4603,3,morning friday
4602,3,morning door
6258,3,right house
6262,3,right thing
6263,3,right time
6265,3,rightful owner
6379,3,safeway hawthorne
4475,3,meter post
6383,3,safeway rack
6591,3,security tape
6545,3,second theft
4379,3,manor 20th
6554,3,secure car
6556,3,secure entry
4376,3,man white
4375,3,man street
6565,3,secured apt
4370,3,man polouse
4366,3,man lock
6572,3,secured room
4355,3,mallory ave
4352,3,mall st
6580,3,security door
6588,3,security officer
4342,3,male year
4382,3,marathon tire
6592,3,security theft
6595,3,sellwood middle
6598,3,separate lock
6605,3,server male
4335,3,male late
4332,3,male female
4330,3,male dark
4327,3,male blue
4323,3,male age
4321,3,maintenance person
4320,3,maintenance guy
4319,3,maine corner
6624,3,shed rack
6634,3,shimano clip
4381,3,maplewood train
4383,3,march 30th
6393,3,salt lake
4435,3,medical building
6407,3,santa rosa
4458,3,metal parking
6414,3,saturday january
4457,3,metal loop
6416,3,saturday market
6423,3,savier streetportland
6424,3,scaffolding bar
6431,3,scene polouse
6439,3,school ave
6440,3,school brazee
6443,3,school cage
6444,3,school campus
6447,3,school design
6462,3,school parking
4427,3,mckenzie hall
6543,3,second photo
6480,3,science bldg
6483,3,science rack
6490,3,scratch frame
6494,3,season interstate
6508,3,seat gray
6509,3,seat handlebar
6512,3,seat lock
4406,3,martin st
6513,3,seat original
6516,3,seat rack
6519,3,seat saddle
6521,3,seat small
6530,3,seattle central
6539,3,second level
3226,3,height apartment
8244,3,zip ty
749,3,baseball hat
693,3,balboa park
2947,3,gated courtyard
700,3,balcony thief
2945,3,gated complex
1769,3,concrete wall
968,3,blue grey
560,3,ave division
697,3,balcony home
2735,3,garage driveway
241,3,access basement
414,3,apartment second
2383,3,fat burning
562,3,ave elm
1777,3,condo locked
253,3,access sign
254,3,access storage
973,3,blue jean
967,3,blue green
240,3,access apartment
2743,3,garage evening
423,3,apartment street
713,3,bar cable
2374,3,fairview rv
712,3,bar brown
226,3,abernethy elementary
2125,3,door inside
228,3,able garage
1339,3,caltrain car
1761,3,complex time
238,3,academic building
965,3,blue color
2731,3,garage day
2958,3,gateway meyer
2503,3,following day
2954,3,gated property
416,3,apartment security
2122,3,door gate
1331,3,cage secure
564,3,ave foster
258,3,accessible resident
979,3,blue rack
2401,3,fence inside
2404,3,fence night
267,3,additional cable
1168,3,building secure
1917,3,cross check
675,3,backyard time
2109,3,door car
567,3,ave glisan
1037,3,brake rear
1299,3,cable thief
1792,3,construction hour
2742,3,garage eugene
981,3,blue red
2916,3,gate entry
673,3,backyard thief
568,3,ave good
1313,3,cage black
679,3,bag light
2498,3,foam pad
2390,3,fence apt
400,3,apartment negotiable
2738,3,garage end
2931,3,gate private
1783,3,condo tbd
2037,3,deck cable
2930,3,gate porch
1324,3,cage inside
2739,3,garage entry
1322,3,cage garage
2926,3,gate morning
1321,3,cage frame
2925,3,gate minute
2924,3,gate locked
682,3,bag rear
2114,3,door driveway
714,3,bar corner
1343,3,camera building
963,3,blue cable
1729,3,complex city
952,3,block simpson
1929,3,culver city
342,3,amp ride
180,3,44th ave
741,3,barbur blvd
1139,3,building live
1140,3,building lobby
739,3,bar white
1739,3,complex lincoln
2513,3,food mart
2511,3,food grocery
189,3,50th ave
192,3,52 cm
433,3,apex bar
733,3,bar scene
1736,3,complex key
550,3,ave btw
1371,3,campus evening
1930,3,cumberland ave
2685,3,garage 60th
165,3,35th madison
1721,3,community garden
3014,3,grand avenue
748,3,baseball field
166,3,35th pl
167,3,35th place
1379,3,campus pm
1378,3,campus parking
1931,3,cup coffee
1377,3,campus outside
3010,3,graham st
2683,3,garage 44th
2516,3,food rack
2684,3,garage 5th
2350,3,everett nw
2356,3,evidence theft
201,3,5th floor
2728,3,garage cross
2133,3,door minute
2137,3,door opened
722,3,bar garage
1351,3,camera minute
428,3,apartment unit
427,3,apartment underground
2134,3,door morning
720,3,bar fender
1149,3,building morning
2986,3,glisan nw
2723,3,garage complex
2128,3,door kid
1151,3,building north
2968,3,georgia tech
2967,3,generous return
2369,3,eye open
2507,3,food cart
724,3,bar grip
2978,3,girlfriend house
725,3,bar interstate
1044,3,break cable
1740,3,complex lock
2358,3,evolution mini
2359,3,evolution series
2144,3,door resident
554,3,ave clackama
2705,3,garage big
1360,3,camera video
204,3,5th morrison
1145,3,building market
208,3,60th ave
961,3,blue bar
430,3,apartment window
2140,3,door pm
1045,3,break enter
209,3,60th holgate
982,3,blue road
2744,3,garage fence
2681,3,garage 30pm
1228,3,bus thief
1018,3,bordo lock
586,3,ave nw
2838,3,garage red
2483,3,floor bar
1020,3,botanical garden
1230,3,bush st
622,3,avenue oregon
2789,3,garage market
2785,3,garage main
1222,3,bus pm
2833,3,garage question
1221,3,bus line
1866,3,correct number
1867,3,corss street
1220,3,bus driver
2477,3,flex cable
2786,3,garage maine
2071,3,dining hall
2408,3,fence patio
2486,3,floor deck
2848,3,garage security
1014,3,bookstore sw
2055,3,description road
2847,3,garage second
581,3,ave main
2781,3,garage locker
1238,3,busy parking
1858,3,corner street
352,3,apartment area
582,3,ave max
314,3,ale house
2844,3,garage roommate
2783,3,garage lot
2450,3,finder help
628,3,avenue thompson
353,3,apartment ash
618,3,avenue emerson
2459,3,fitness halsey
1024,3,bouchon restaurant
339,3,american plaza
600,3,ave skidmore
2061,3,deyoung museum
333,3,american classic
334,3,american eagle
336,3,american fork
2466,3,fixed rack
1203,3,burley trailer
602,3,ave stark
327,3,alleyway bar
2059,3,development aloha
343,3,amp shop
1883,3,couple week
2799,3,garage month
604,3,ave street
2469,3,flander st
1887,3,courtyard cable
609,3,ave wharf
1204,3,burlingame meyer
2816,3,garage overnight
2473,3,flat loft
2830,3,garage post
1025,3,boulevard reed
328,3,alot recognition
1217,3,burnside street
1026,3,box beverage
598,3,ave seattle
1213,3,burnside rack
2462,3,fitness nw
1873,3,couch park
1876,3,county library
1211,3,burnside davis
1210,3,burnside chopstick
1877,3,county sheriff
1208,3,burnside ave
2463,3,fitness parking
362,3,apartment cage
1848,3,corner morrison
1847,3,corner mission
1909,3,creek blvd
2902,3,gary fisher
659,3,backyard middle
2492,3,floor patio
571,3,ave harrison
2753,3,garage giant
1177,3,building stairwell
2420,3,fenced gate
1819,3,corner 38th
2758,3,garage hanger
2896,3,garden golden
2098,3,dollar store
998,3,blvd park
656,3,backyard locked
380,3,apartment gate
2095,3,doctor office
1274,3,cable outside
2750,3,garage friend
2099,3,dollar tree
993,3,blvd 25th
1811,3,cornelius pass
2107,3,door business
664,3,backyard patio
275,3,adjacent garage
2912,3,gate corner
2911,3,gate complex
389,3,apartment house
1797,3,contact information
1798,3,contact owner
1290,3,cable seat
1172,3,building south
2410,3,fence pole
2104,3,door basement
279,3,adjacent warehouse
991,3,blue yellow
2746,3,garage floor
1823,3,corner ash
2889,3,garage workplace
364,3,apartment carport
2774,3,garage lemond
2435,3,fender red
2085,3,district flander
1838,3,corner houghton
1007,3,bolt lock
1840,3,corner intersection
1008,3,bolt rack
302,3,albert apartment
1247,3,cable black
2428,3,fencing locked
2441,3,ferry terminal
2776,3,garage likely
1246,3,cable apartment
2859,3,garage street
2858,3,garage store
1186,3,building wall
635,3,backyard alley
1182,3,building theft
2086,3,district nw
372,3,apartment division
1261,3,cable heavy
2089,3,division 25th
2048,3,delaware ave
1827,3,corner building
645,3,backyard fenced
2759,3,garage harrison
2761,3,garage hour
1830,3,corner cumberland
292,3,afternoon thief
2433,3,fender rack
377,3,apartment friday
375,3,apartment entrance
1833,3,corner grand
577,3,ave johnson
295,3,ainsworth killingsworth
2767,3,garage intersection
164,3,35th holgate
2148,3,door store
3018,3,grand morrison
3143,3,hall south
2274,3,email information
1617,3,city view
486,3,area seattle
2624,3,fraternity house
3146,3,hall student
3145,3,hall street
1619,3,civic center
1485,3,cassette wheel
2270,3,electra townie
1623,3,clark law
1111,3,building broadway
2214,3,driveway white
3139,3,hall portland
1481,3,case number
3135,3,hall broadway
3134,3,half rack
824,3,belmont street
1613,3,city parking
2206,3,driveway neighbor
2619,3,francisco ferry
3167,3,handlebar lock
47,3,13th hancock
2265,3,edge hotel
2612,3,frame thief
2267,3,education corner
2617,3,frame work
2553,3,fork seat
1603,3,city center
2010,3,day home
3159,3,hand pump
1605,3,city golf
1606,3,city grill
885,3,black hat
2552,3,fork rear
1986,3,dark colored
3152,3,hallway apt
2011,3,day hour
2212,3,driveway thief
61,3,14th avenue
1638,3,clear view
2015,3,day neighbor
3108,3,guy place
1071,3,broadway downtown
3107,3,guy lock
1119,3,building day
533,3,august rack
898,3,black novara
1641,3,clever cycle
62,3,14th bouchon
2208,3,driveway nw
1643,3,clinton house
2285,3,employee rack
1069,3,broadway 13th
1460,3,card access
1650,3,clipped lock
1977,3,cycling computer
78,3,15th dekum
2518,3,foot cable
481,3,area office
76,3,15th belmont
3126,3,hair salon
64,3,14th glisan
1475,3,carport post
65,3,14th johnson
66,3,14th kearney
3121,3,hair beard
891,3,black kid
68,3,14th parking
1629,3,class lock
1115,3,building camera
1118,3,building couch
71,3,14th thurman
894,3,black little
2280,3,emerson sumner
74,3,150084736 police
2224,3,dunkin donut
3169,3,handlebar rack
44,3,13th 14th
516,3,ash rack
2579,3,frame custom
3205,3,hawthorne street
514,3,ash apartment
2580,3,frame fork
3203,3,hawthorne rack
1564,3,chain rack
2582,3,frame heavy
844,3,big thank
1523,3,center pm
2257,3,east west
1571,3,chainlink fence
498,3,area yard
2258,3,eastside esplanade
3199,3,hawthorne bridge
21,3,10th street
497,3,area work
1556,3,chain ground
1998,3,daughter black
1554,3,chain frame
1095,3,btw burnside
2,3,05 pm
2244,3,east building
3,3,10 00
4,3,10 10
1543,3,central station
509,3,art institue
857,3,black bell
1548,3,chain apartment
1537,3,central community
855,3,black baseball
12,3,10th 11th
1549,3,chain black
14,3,10th avenue
862,3,black cable
1089,3,brown coat
865,3,black carbon
2585,3,frame kona
3171,3,handlebar seat
3180,3,harbor way
38,3,12 00
39,3,12 10
1586,3,child trailer
836,3,beverage sidewalk
3183,3,hard tail
2608,3,frame structure
1504,3,center case
877,3,black fyxation
2586,3,frame kryptonite
1502,3,center blvd
2557,3,form exercise
3179,3,happy valley
3178,3,happy finder
879,3,black gray
1991,3,dark hair
1106,3,building area
2559,3,foster daughter
1509,3,center east
33,3,11th glisan
32,3,11th davis
2587,3,frame light
1097,3,budget rental
2591,3,frame parking
1518,3,center mlk
1577,3,chautauqua blvd
1578,3,chavez blvd
1579,3,chavez lincoln
2593,3,frame post
2234,3,duty kryptonite
1582,3,cherry creek
30,3,11th avenue
1514,3,center hollywood
3190,3,harrison st
2600,3,frame serial
31,3,11th couch
85,3,162nd stark
2633,3,fresh baked
2803,3,garage multnomah
2306,3,entrance apartment
1697,3,color normal
1680,3,college ave
150,3,30th ave
786,3,beach cruiser
2328,3,entry locked
545,3,ave beech
151,3,30th killingsworth
2529,3,foot street
3066,3,grinder lock
788,3,beach pier
3033,3,gray seat
543,3,ave apt
1058,3,bridgeport brewery
790,3,beach rv
2021,3,day school
1052,3,brewery love
2534,3,footage individual
542,3,ave apartment
928,3,black tube
3068,3,grip black
3070,3,grip pedal
440,3,april luarel
3072,3,grip white
774,3,basement secure
547,3,ave block
2301,3,entire frame
764,3,basement level
155,3,30th wednesday
1408,3,car cable
2676,3,garage 1st
112,3,20s 30
138,3,26th upshur
3042,3,green handlebar
2170,3,downtown corner
546,3,ave beer
2327,3,entry lock
1693,3,colonel summer
777,3,basement thief
1688,3,college parking
2522,3,foot entrance
2670,3,gained access
938,3,block broadway
2321,3,entrance street
1130,3,building gate
3053,3,greenway blue
2179,3,downtown rack
2024,3,day work
146,3,28th sumner
1694,3,color black
137,3,25th reel
1695,3,color frame
3056,3,gresham station
2026,3,daylight home
136,3,25th overton
3058,3,grey color
1945,3,cut fence
2182,3,downtown street
2165,3,double tree
1683,3,college cascade
2668,3,gabriel park
1937,3,custom build
3073,3,grocery outlet
2535,3,footage theft
93,3,18th division
97,3,18th street
3023,3,grant st
459,3,area alley
1662,3,cocina restaurant
2293,3,end street
2337,3,eternal gratefulness
549,3,ave bryant
3022,3,grant pool
468,3,area entrance
1660,3,cm frame
96,3,18th stark
1066,3,brink keyed
95,3,18th st
2203,3,driveway house
808,3,beer garden
2336,3,estuary drive
3019,3,grand st
1448,3,car thieve
1449,3,car thule
537,3,ave 5th
2289,3,end lock
90,3,16th st
945,3,block hunt
3100,3,guy black
89,3,16th mission
1973,3,cycle oregon
2519,3,foot car
812,3,beer market
752,3,basement apt
907,3,black purple
2646,3,friend basement
1131,3,building graham
548,3,ave broadway
762,3,basement key
3086,3,ground open
924,3,black tire
1430,3,car night
1390,3,cannondale road
101,3,19th st
1060,3,briefly unattended
104,3,1st avenue
158,3,34th ave
2655,3,friend place
1427,3,car minute
2538,3,football game
102,3,19th street
2678,3,garage 24th
1708,3,comedy club
2536,3,footage thief
2653,3,friend lock
803,3,bedroom window
1126,3,building flight
1389,3,cannondale lock
2334,3,epler hall
1663,3,cocina server
2157,3,dorm building
3029,3,gray frame
2335,3,escape titanium
1051,2,brew pub
6571,2,secured residential
6619,2,shed backyard
6535,2,second attempt
1088,2,brown brook
1049,2,break sweet
1027,2,boy pump
6533,2,seattle spokane
1046,2,break entry
6620,2,shed cut
6536,2,second cable
6621,2,shed deck
1050,2,breezeway garage
1028,2,boy red
6578,2,security chain
6532,2,seattle rack
1047,2,break lever
6569,2,secured locker
6575,2,security building
1048,2,break lock
6594,2,sellwood area
1053,2,brick apartment
6608,2,set man
1040,2,brand lock
6589,2,security person
6607,2,set brake
6561,2,secure residential
6548,2,secure access
6606,2,service area
1074,2,broadway market
1031,2,brake black
6604,2,series standard
6603,2,series lock
6590,2,security surveillance
1033,2,brake different
6601,2,serial color
6559,2,secure metal
1073,2,broadway main
6558,2,secure location
6600,2,september morning
1072,2,broadway goodwill
1039,2,brake wheel
6599,2,september lock
1034,2,brake fork
1038,2,brake seat
1067,2,broad day
1070,2,broadway cramer
6597,2,sentimental value
6596,2,senior center
1036,2,brake new
1059,2,briefly cable
1075,2,broadway medical
6538,2,second later
6609,2,set silver
1083,2,bronze gray
6567,2,secured frame
6540,2,second lock
6618,2,shaver st
6541,2,second minute
6617,2,shaver apartment
1029,2,bragdon hall
6582,2,security garage
6542,2,second person
1030,2,braided wire
6614,2,shaggy hair
1043,2,brazee oregon
1082,2,broken window
6613,2,shaggy beard
1041,2,brand marking
1055,2,brick window
6555,2,secure condo
6612,2,shadow minute
1080,2,broken cable
1056,2,bridge pic
1076,2,broadway morrison
6586,2,security man
6611,2,sewer pipe
1057,2,bridge vancouver
6587,2,security office
6546,2,second time
6610,2,set white
6585,2,security light
6722,2,silver gray
6625,2,shed thief
6811,2,speed man
6813,2,speed rear
936,2,bldg area
6815,2,speedplay pedal
6816,2,spider web
935,2,blazer game
6818,2,spokane information
6819,2,spoke black
934,2,blandena st
6821,2,sporting good
933,2,blackburn rear
6823,2,spot car
6824,2,spot morning
6826,2,sprout market
6827,2,spruce st
927,2,black trim
6829,2,square park
6830,2,square rd
6831,2,squirt gun
925,2,black tires
923,2,black teenager
6835,2,sram x0
6836,2,sram x9
6837,2,sram xx
6838,2,st 10
921,2,black sram
918,2,black short
913,2,black riser
912,2,black rim
6843,2,st 40th
937,2,bldg couch
6809,2,speed brake
906,2,black profile
6808,2,speed black
6777,2,soldier inn
6778,2,soma street
954,2,block wall
6780,2,somebody lock
6782,2,son new
6783,2,son stolen
951,2,block right
6785,2,south block
950,2,block radius
6787,2,south campus
949,2,block pearl
6789,2,south killingsworth
948,2,block park
6791,2,south street
946,2,block mlk
6794,2,southeast campus
6795,2,southeast corner
944,2,block hawthorne
6797,2,southern entrance
943,2,block good
6799,2,southwest avenue
942,2,block freemont
6801,2,space grand
941,2,block flat
6803,2,speakeasy bar
6804,2,special key
940,2,block division
939,2,block columbia
6807,2,specialized tarmac
6844,2,st 50th
905,2,black pole
6626,2,shed yard
878,2,black gold
6888,2,st negotiable
6889,2,st nice
875,2,black fork
874,2,black folding
872,2,black face
6893,2,st palo
871,2,black fabric
6895,2,st paul
6896,2,st pearl
6897,2,st performance
870,2,black diamond
869,2,black deuter
868,2,black deep
867,2,black chevy
866,2,black chain
6904,2,st rotture
6905,2,st salem
864,2,black cannondale
6907,2,st santa
6908,2,st saturday
6909,2,st sellwood
6910,2,st sidewalk
6911,2,st south
6912,2,st stop
863,2,black cafe
6914,2,st sw
6916,2,st transit
6917,2,st tucson
861,2,black brook
6886,2,st loui
6884,2,st kearny
6848,2,st backyard
881,2,black grip
900,2,black pack
6851,2,st bridge
6852,2,st broadway
6853,2,st building
6854,2,st bus
6855,2,st cable
6856,2,st caltrain
6857,2,st cannondale
892,2,black kona
6860,2,st clinton
6861,2,st coffee
6863,2,st cross
6864,2,st cullen
890,2,black kickstand
6866,2,st division
6867,2,st downtown
6868,2,st drainpipe
889,2,black jacket
6870,2,st entrance
6871,2,st eugene
888,2,black hoody
6873,2,st friend
6875,2,st grand
6876,2,st gratitude
6877,2,st harrison
6878,2,st hollywood
6879,2,st home
6880,2,st intersection
883,2,black haird
6776,2,social science
6775,2,soccer field
6774,2,smith cramer
1010,2,bontrager r3
6665,2,shop usd
6666,2,shop work
1009,2,bond ave
1005,2,bolt cable
6671,2,shore wheel
1004,2,body lock
1003,2,body cable
6674,2,short blonde
1002,2,boat rental
6676,2,short foot
1001,2,blvd vancouver
6678,2,short hispanic
1000,2,blvd sw
999,2,blvd rack
6681,2,short white
6682,2,showing garage
6683,2,showroom 20th
6684,2,shut garage
6685,2,shuttle bus
6686,2,sidewalk 10th
6688,2,sidewalk house
997,2,blvd oregon
6690,2,sidewalk mom
6691,2,sidewalk office
996,2,blvd gratitude
995,2,blvd fremont
994,2,blvd broadway
6695,2,sidewalk sure
6697,2,sight bridge
6664,2,shop test
6662,2,shop shorewood
6773,2,smashed window
1011,2,bontrager rear
6627,2,sheraton wharf
6628,2,sheridan fruit
6629,2,sheriff attempted
6630,2,shevlin park
6631,2,shifter derailleur
6632,2,shifter frame
6633,2,shifter sram
6636,2,shimano component
6637,2,shimano crankset
6638,2,shimano derailleur
6639,2,shimano gear
6640,2,shimano pedal
1019,2,borthwick ave
6643,2,shimano tiagra
6644,2,shimano trp
1017,2,bordo lite
1016,2,boone rd
6648,2,shirt light
6649,2,shirt line
6650,2,shirt short
6651,2,shock black
6652,2,shoe black
6653,2,shop alberta
6654,2,shop ave
6655,2,shop coffee
6657,2,shop min
6658,2,shop parking
6659,2,shop patio
1013,2,bookstore downtown
992,2,blunt object
6699,2,sight street
6701,2,sign ave
6702,2,sign broken
6741,2,size cm
6742,2,size medium
6743,2,size small
6745,2,skidmore interstate
964,2,blue cannondale
6748,2,skidmore street
6749,2,skill locked
6750,2,skin year
6751,2,skinny brown
6752,2,skinny guy
6753,2,skinny scene
6754,2,skinny white
6755,2,sky blue
6756,2,slice pizza
6757,2,slow bar
6758,2,small aircraft
962,2,blue bianchi
6760,2,small black
6761,2,small bucksaw
6762,2,small frame
959,2,blow pop
957,2,blond hair
6766,2,small silver
956,2,blog post
6768,2,small suv
6769,2,small ulock
6770,2,small wheel
6771,2,smaller size
6772,2,smashed rear
6740,2,size bar
6739,2,site lock
6736,2,single red
6719,2,silver blue
988,2,blue tire
987,2,blue sweatshirt
6705,2,sign dollar
986,2,blue stripe
985,2,blue store
6708,2,sign home
984,2,blue shock
6711,2,sign overnight
980,2,blue rear
6714,2,signal dinner
978,2,blue neck
6717,2,silver bell
976,2,blue miyata
6720,2,silver edge
969,2,blue grip
974,2,blue lettering
1092,2,brown saddle
6723,2,silver handlebar
6724,2,silver lock
6725,2,silver marin
6726,2,silver purple
6727,2,silver trek
6728,2,silver water
6729,2,similar cable
6730,2,similar lock
6732,2,similar roof
6733,2,sinai med
970,2,blue gt
6531,2,seattle community
6403,2,santa barbara
6529,2,seattle center
6099,2,receipt serial
6105,2,red accent
1369,2,campus day
1370,2,campus division
6102,2,recovery question
6101,2,record purchase
6100,2,rechargeable headlight
1372,2,campus housing
6107,2,red backpack
6096,2,rear windshield
1373,2,campus library
1374,2,campus lincoln
6093,2,rear view
1376,2,campus morning
6090,2,rear shock
6106,2,red aluminum
6108,2,red bell
6086,2,rear reflector
1365,2,campus broadway
6123,2,red rack
6122,2,red mountainsmith
1361,2,camera white
6120,2,red lock
1362,2,camp site
1363,2,camp storm
1366,2,campus building
1367,2,campus class
6115,2,red jacket
6114,2,red frame
6113,2,red fox
6112,2,red cannondale
6111,2,red bottle
6110,2,red blue
6087,2,rear rim
1382,2,campus smith
1399,2,capitol corridor
6057,2,ranger likely
6063,2,read light
1394,2,canyon crest
6061,2,rd oregon
6060,2,rd milwaukie
6059,2,rd lake
1395,2,cap crow
6056,2,random thief
6065,2,rear axle
1396,2,cap red
6054,2,raleigh road
6053,2,railing work
1397,2,capital highway
1398,2,capital hill
6050,2,railing sign
6064,2,ready trip
1393,2,cantilever brake
1383,2,campus va
1387,2,cannondale caad
1384,2,campus work
6082,2,rear pannier
6081,2,rear mudguard
1385,2,canadian tire
1386,2,canal park
6078,2,rear house
1388,2,cannondale jekyll
6067,2,rear brake
6074,2,rear exit
6073,2,rear door
1391,2,cannondale white
6070,2,rear carrier
1392,2,cansler village
6068,2,rear building
6124,2,red reflector
6126,2,red schwinn
1358,2,camera theft
6174,2,report theft
6180,2,residence corner
6179,2,residence building
6178,2,residence area
6177,2,residence apartment
6176,2,research building
6175,2,report tomorrow
6173,2,report serial
6182,2,residence glisan
6172,2,report security
6171,2,report polouse
1334,2,cage unit
1336,2,cage wtc
6168,2,report night
6167,2,report line
1333,2,cage underground
6184,2,residence hour
1357,2,camera storage
1320,2,cage fork
1311,2,cafe northeast
6202,2,residential carport
1314,2,cage blue
1316,2,cage chain
1318,2,cage entrance
1319,2,cage eve
